Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
9132,US-2022-147277,20/10/2022,24/10/2022,Standard Class,EB-13705,Ed Braxton,Servicing,United States,Akron,Ohio,44312,East,FUR-TA-10001539,Direct Sale,Tables,284.364,2,0.4,-75.8304
9133,US-2022-158743,20/10/2022,27/10/2022,Standard Class,IG-15085,Ivan Gibson,Replacement,United States,Little Rock,Arkansas,72209,South,OFF-AR-10002257,Third Party,Art,13.36,4,0,4.1416
9134,US-2022-103065,20/10/2022,20/10/2022,Same Day,PT-19090,Pete Takahito,Replacement,United States,Jacksonville,Florida,32216,South,OFF-AR-10003251,Third Party,Art,4.448,2,0.2,1.112
9135,US-2022-146416,20/10/2022,22/10/2022,Second Class,JE-16165,Justin Ellison,Servicing,United States,Woodland,California,95695,West,OFF-BI-10001787,Third Party,Binders,20.928,4,0.2,7.5864
9136,US-2022-158743,20/10/2022,27/10/2022,Standard Class,IG-15085,Ivan Gibson,Replacement,United States,Little Rock,Arkansas,72209,South,OFF-BI-10003364,Third Party,Binders,145.85,5,0,70.008
9137,US-2022-104822,20/10/2022,20/10/2022,Same Day,RB-19465,Rick Bensley,Other,United States,New York City,New York,10024,East,OFF-LA-10002034,Third Party,Labels,24.55,5,0,12.0295
9138,US-2022-146416,20/10/2022,22/10/2022,Second Class,JE-16165,Justin Ellison,Servicing,United States,Woodland,California,95695,West,OFF-LA-10003714,Third Party,Labels,3.75,1,0,1.8
9139,US-2022-158722,20/10/2022,26/10/2022,Standard Class,MA-17560,Matt Abelman,Other,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000176,Third Party,Paper,45.528,3,0.2,15.9348
9140,US-2022-103065,20/10/2022,20/10/2022,Same Day,PT-19090,Pete Takahito,Replacement,United States,Jacksonville,Florida,32216,South,OFF-PA-10000380,Third Party,Paper,6.672,1,0.2,2.502
9141,US-2022-158743,20/10/2022,27/10/2022,Standard Class,IG-15085,Ivan Gibson,Replacement,United States,Little Rock,Arkansas,72209,South,OFF-PA-10001019,Third Party,Paper,39.96,2,0,18.7812
9142,US-2022-115252,20/10/2022,25/10/2022,Standard Class,MY-18295,Muhammed Yedwab,Servicing,United States,Durham,North Carolina,27707,South,OFF-PA-10001667,Third Party,Paper,14.352,3,0.2,4.485
9143,US-2022-147277,20/10/2022,24/10/2022,Standard Class,EB-13705,Ed Braxton,Servicing,United States,Akron,Ohio,44312,East,OFF-ST-10000142,Third Party,Storage,665.408,2,0.2,66.5408
9144,US-2022-103065,20/10/2022,20/10/2022,Same Day,PT-19090,Pete Takahito,Replacement,United States,Jacksonville,Florida,32216,South,OFF-ST-10000617,Third Party,Storage,4.768,2,0.2,-0.7748
9145,US-2022-115252,20/10/2022,25/10/2022,Standard Class,MY-18295,Muhammed Yedwab,Servicing,United States,Durham,North Carolina,27707,South,TEC-PH-10004071,Pre Book,Phones,15.984,2,0.2,1.3986
9146,US-2022-167094,21/10/2022,22/10/2022,First Class,DK-12835,Damala Kotsonis,Servicing,United States,Springfield,Oregon,97477,West,FUR-CH-10000155,Direct Sale,Chairs,478.48,2,0.2,47.848
9147,US-2022-113558,21/10/2022,26/10/2022,Standard Class,PH-18790,Patricia Hirasaki,Other,United States,Lakeland,Florida,33801,South,FUR-CH-10003379,Direct Sale,Chairs,683.952,3,0.2,42.747
9148,US-2022-113558,21/10/2022,26/10/2022,Standard Class,PH-18790,Patricia Hirasaki,Other,United States,Lakeland,Florida,33801,South,FUR-FU-10001756,Direct Sale,Furnishings,45.696,3,0.2,5.1408
9149,US-2022-145884,21/10/2022,21/10/2022,Same Day,SL-20155,Sara Luxemburg,Other,United States,Muskogee,Oklahoma,74403,Central,FUR-TA-10002356,Direct Sale,Tables,262.11,1,0,62.9064
9150,US-2022-117422,21/10/2022,25/10/2022,Standard Class,FC-14245,Frank Carlisle,Other,United States,Lakewood,Ohio,44107,East,OFF-AP-10000938,Third Party,Appliances,161.568,2,0.2,16.1568
9151,US-2022-100356,21/10/2022,25/10/2022,Standard Class,SP-20920,Susan Pistek,Replacement,United States,Chicago,Illinois,60653,Central,OFF-AP-10002191,Third Party,Appliances,23.992,2,0.8,-62.3792
9152,US-2022-148166,21/10/2022,26/10/2022,Standard Class,NK-18490,Neil Knudson,Other,United States,Deltona,Florida,32725,South,OFF-AR-10004956,Third Party,Art,17.856,4,0.2,2.0088
9153,US-2022-142125,21/10/2022,27/10/2022,Standard Class,JB-15400,Jennifer Braxton,Servicing,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10000301,Third Party,Binders,38.82,6,0,19.41
9154,US-2022-117422,21/10/2022,25/10/2022,Standard Class,FC-14245,Frank Carlisle,Other,United States,Lakewood,Ohio,44107,East,OFF-BI-10002799,Third Party,Binders,6.216,4,0.7,-4.9728
9155,US-2022-142125,21/10/2022,27/10/2022,Standard Class,JB-15400,Jennifer Braxton,Servicing,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10003460,Third Party,Binders,21.9,5,0,10.512
9156,US-2022-117331,21/10/2022,28/10/2022,Standard Class,ND-18370,Natalie DeCherney,Replacement,United States,Glendale,Arizona,85301,West,OFF-BI-10003984,Third Party,Binders,8.559,1,0.7,-6.5619
9157,US-2022-117422,21/10/2022,25/10/2022,Standard Class,FC-14245,Frank Carlisle,Other,United States,Lakewood,Ohio,44107,East,OFF-PA-10002195,Third Party,Paper,4.064,1,0.2,1.3716
9158,US-2022-167094,21/10/2022,22/10/2022,First Class,DK-12835,Damala Kotsonis,Servicing,United States,Springfield,Oregon,97477,West,OFF-PA-10003953,Third Party,Paper,5.184,1,0.2,1.8144
9159,US-2022-113453,21/10/2022,28/10/2022,Standard Class,CM-12160,Charles McCrossin,Replacement,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000352,Third Party,Storage,71.376,3,0.2,-4.461
9160,US-2022-154410,21/10/2022,24/10/2022,First Class,MD-17860,Michael Dominguez,Servicing,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10002743,Third Party,Storage,909.12,8,0,9.0912
9161,US-2022-167094,21/10/2022,22/10/2022,First Class,DK-12835,Damala Kotsonis,Servicing,United States,Springfield,Oregon,97477,West,TEC-AC-10003116,Pre Book,Accessories,28.4,2,0.2,6.745
9162,US-2022-145884,21/10/2022,21/10/2022,Same Day,SL-20155,Sara Luxemburg,Other,United States,Muskogee,Oklahoma,74403,Central,TEC-PH-10000895,Pre Book,Phones,1439.92,8,0,374.3792
9163,US-2022-113453,21/10/2022,28/10/2022,Standard Class,CM-12160,Charles McCrossin,Replacement,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004165,Pre Book,Phones,329.988,2,0.4,-76.9972
9164,US-2022-130141,22/10/2022,24/10/2022,Second Class,HA-14905,Helen Abelman,Replacement,United States,Fort Collins,Colorado,80525,West,FUR-CH-10000749,Direct Sale,Chairs,579.136,4,0.2,-28.9568
9165,US-2022-101581,22/10/2022,27/10/2022,Standard Class,DW-13195,David Wiener,Servicing,United States,Redmond,Oregon,97756,West,FUR-TA-10002607,Direct Sale,Tables,177.225,5,0.5,-120.513
9166,US-2022-130211,22/10/2022,22/10/2022,Same Day,BD-11620,Brian DeCherney,Replacement,United States,Lawton,Oklahoma,73505,Central,FUR-TA-10003748,Direct Sale,Tables,248.98,2,0,54.7756
9167,US-2022-111920,22/10/2022,26/10/2022,Standard Class,PS-18970,Paul Stevenson,Other,United States,Tulsa,Oklahoma,74133,Central,OFF-AR-10003179,Third Party,Art,36.44,4,0,12.0252
9168,US-2022-130141,22/10/2022,24/10/2022,Second Class,HA-14905,Helen Abelman,Replacement,United States,Fort Collins,Colorado,80525,West,OFF-BI-10000831,Third Party,Binders,3.168,4,0.7,-2.5344
9169,US-2022-127180,22/10/2022,24/10/2022,First Class,TA-21385,Tom Ashbrook,Other,United States,New York City,New York,10024,East,OFF-EN-10002500,Third Party,Envelopes,63.9,5,0,28.755
9170,US-2022-156363,22/10/2022,28/10/2022,Standard Class,ML-17395,Marina Lichtenstein,Servicing,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10003068,Third Party,Envelopes,31.68,4,0.2,11.088
9171,US-2022-130211,22/10/2022,22/10/2022,Same Day,BD-11620,Brian DeCherney,Replacement,United States,Lawton,Oklahoma,73505,Central,OFF-ST-10000129,Third Party,Storage,333.09,3,0,23.3163
9172,US-2022-127180,22/10/2022,24/10/2022,First Class,TA-21385,Tom Ashbrook,Other,United States,New York City,New York,10024,East,TEC-CO-10004722,Pre Book,Copiers,11199.968,4,0.2,3919.9888
9173,US-2022-127180,22/10/2022,24/10/2022,First Class,TA-21385,Tom Ashbrook,Other,United States,New York City,New York,10024,East,TEC-PH-10001494,Pre Book,Phones,2399.6,8,0,647.892
9174,US-2022-127180,22/10/2022,24/10/2022,First Class,TA-21385,Tom Ashbrook,Other,United States,New York City,New York,10024,East,TEC-PH-10003800,Pre Book,Phones,52.99,1,0,0.5299
9175,US-2022-156363,22/10/2022,28/10/2022,Standard Class,ML-17395,Marina Lichtenstein,Servicing,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003988,Pre Book,Phones,32.7,5,0.4,-6.54
9176,US-2022-125451,23/10/2022,24/10/2022,First Class,AH-10075,Adam Hart,Servicing,United States,Cranston,Rhode Island,02920,East,FUR-FU-10000277,Direct Sale,Furnishings,210.68,2,0,50.5632
9177,US-2022-139913,23/10/2022,29/10/2022,Standard Class,JC-16105,Julie Creighton,Servicing,United States,Rochester,New York,14609,East,FUR-FU-10000771,Direct Sale,Furnishings,69.08,11,0,29.0136
9178,US-2022-125451,23/10/2022,24/10/2022,First Class,AH-10075,Adam Hart,Servicing,United States,Cranston,Rhode Island,02920,East,FUR-FU-10004963,Direct Sale,Furnishings,35,4,0,14.7
9179,US-2022-125451,23/10/2022,24/10/2022,First Class,AH-10075,Adam Hart,Servicing,United States,Cranston,Rhode Island,02920,East,FUR-TA-10001039,Direct Sale,Tables,240.744,4,0.3,-13.7568
9180,US-2022-125451,23/10/2022,24/10/2022,First Class,AH-10075,Adam Hart,Servicing,United States,Cranston,Rhode Island,02920,East,FUR-TA-10004915,Direct Sale,Tables,637.896,3,0.3,-127.5792
9181,US-2022-125451,23/10/2022,24/10/2022,First Class,AH-10075,Adam Hart,Servicing,United States,Cranston,Rhode Island,02920,East,OFF-AP-10002906,Third Party,Appliances,2.22,1,0,0.666
9182,US-2022-105389,23/10/2022,28/10/2022,Second Class,DM-13015,Darrin Martin,Replacement,United States,San Antonio,Texas,78207,Central,OFF-AR-10000634,Third Party,Art,10.272,3,0.2,0.8988
9183,US-2022-106068,23/10/2022,28/10/2022,Standard Class,RB-19330,Randy Bradley,Replacement,United States,Austin,Texas,78745,Central,OFF-BI-10000962,Third Party,Binders,9.762,3,0.8,-15.1311
9184,US-2022-105389,23/10/2022,28/10/2022,Second Class,DM-13015,Darrin Martin,Replacement,United States,San Antonio,Texas,78207,Central,OFF-BI-10004364,Third Party,Binders,3.564,3,0.8,-6.237
9185,US-2022-139913,23/10/2022,29/10/2022,Standard Class,JC-16105,Julie Creighton,Servicing,United States,Rochester,New York,14609,East,OFF-PA-10002479,Third Party,Paper,26.4,5,0,11.88
9186,US-2022-125451,23/10/2022,24/10/2022,First Class,AH-10075,Adam Hart,Servicing,United States,Cranston,Rhode Island,02920,East,OFF-PA-10003724,Third Party,Paper,43.44,8,0,21.2856
9187,US-2022-139913,23/10/2022,29/10/2022,Standard Class,JC-16105,Julie Creighton,Servicing,United States,Rochester,New York,14609,East,OFF-PA-10003739,Third Party,Paper,11.56,2,0,5.6644
9188,US-2022-106068,23/10/2022,28/10/2022,Standard Class,RB-19330,Randy Bradley,Replacement,United States,Austin,Texas,78745,Central,OFF-ST-10002344,Third Party,Storage,259.136,4,0.2,-58.3056
9189,US-2022-106068,23/10/2022,28/10/2022,Standard Class,RB-19330,Randy Bradley,Replacement,United States,Austin,Texas,78745,Central,OFF-ST-10004507,Third Party,Storage,13.72,1,0.2,1.2005
9190,US-2022-106068,23/10/2022,28/10/2022,Standard Class,RB-19330,Randy Bradley,Replacement,United States,Austin,Texas,78745,Central,TEC-AC-10002942,Pre Book,Accessories,55.2,1,0.2,-2.07
9191,US-2022-139913,23/10/2022,29/10/2022,Standard Class,JC-16105,Julie Creighton,Servicing,United States,Rochester,New York,14609,East,TEC-PH-10001552,Pre Book,Phones,35.88,3,0,10.0464
9192,US-2022-105389,23/10/2022,28/10/2022,Second Class,DM-13015,Darrin Martin,Replacement,United States,San Antonio,Texas,78207,Central,TEC-PH-10002824,Pre Book,Phones,823.96,5,0.2,51.4975
9193,US-2022-117079,23/10/2022,27/10/2022,Standard Class,JR-15700,Jocasta Rupert,Replacement,United States,Jacksonville,Florida,32216,South,TEC-PH-10004586,Pre Book,Phones,863.88,3,0.2,107.985
9194,US-2022-141705,24/10/2022,26/10/2022,First Class,PO-18850,Patrick O'Brill,Replacement,United States,Mansfield,Texas,76063,Central,FUR-TA-10004607,Direct Sale,Tables,517.405,5,0.3,-81.3065
9195,US-2022-144365,24/10/2022,30/10/2022,Standard Class,CS-11950,Carlos Soltero,Replacement,United States,Jackson,Mississippi,39212,South,OFF-FA-10000735,Third Party,Fasteners,11.68,4,0,5.256
9196,US-2022-162173,26/10/2022,01/11/2022,Standard Class,OT-18730,Olvera Toch,Replacement,United States,Virginia Beach,Virginia,23464,South,FUR-TA-10001520,Direct Sale,Tables,356.85,5,0,60.6645
9197,US-2022-115119,26/10/2022,30/10/2022,Standard Class,SC-20440,Shaun Chance,Servicing,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003007,Third Party,Binders,81.438,7,0.7,-65.1504
9198,US-2022-110646,26/10/2022,31/10/2022,Standard Class,JF-15190,Jamie Frazer,Replacement,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004330,Third Party,Binders,33.282,3,0.7,-27.735
9199,US-2022-162173,26/10/2022,01/11/2022,Standard Class,OT-18730,Olvera Toch,Replacement,United States,Virginia Beach,Virginia,23464,South,OFF-EN-10002831,Third Party,Envelopes,251.58,7,0,113.211
9200,US-2022-155558,26/10/2022,02/11/2022,Standard Class,PG-18895,Paul Gonzalez,Replacement,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Third Party,Labels,6.16,2,0,2.9568
9201,US-2022-110646,26/10/2022,31/10/2022,Standard Class,JF-15190,Jamie Frazer,Replacement,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001404,Third Party,Labels,14.76,5,0.2,4.9815
9202,US-2022-102729,26/10/2022,31/10/2022,Standard Class,BF-11215,Benjamin Farhat,Other,United States,Dallas,Texas,75217,Central,OFF-ST-10000464,Third Party,Storage,55.616,2,0.2,5.5616
9203,US-2022-155558,26/10/2022,02/11/2022,Standard Class,PG-18895,Paul Gonzalez,Replacement,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Pre Book,Accessories,19.99,1,0,6.7966
9204,US-2022-115119,26/10/2022,30/10/2022,Standard Class,SC-20440,Shaun Chance,Servicing,United States,Lancaster,Pennsylvania,17602,East,TEC-PH-10001433,Pre Book,Phones,61.542,1,0.4,-13.3341
9205,US-2022-110646,26/10/2022,31/10/2022,Standard Class,JF-15190,Jamie Frazer,Replacement,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002807,Pre Book,Phones,118.65,5,0.4,19.775
9206,US-2022-130764,27/10/2022,28/10/2022,First Class,JO-15145,Jack O'Briant,Servicing,United States,San Francisco,California,94110,West,FUR-BO-10003034,Direct Sale,Bookcases,556.665,5,0.15,6.549
9207,US-2022-151225,27/10/2022,29/10/2022,First Class,JM-15655,Jim Mitchum,Servicing,United States,Los Angeles,California,90032,West,FUR-TA-10001539,Direct Sale,Tables,189.576,1,0.2,9.4788
9208,US-2022-110310,27/10/2022,02/11/2022,Standard Class,NB-18655,Nona Balk,Servicing,United States,Tallahassee,Florida,32303,South,OFF-AR-10001662,Third Party,Art,6.576,3,0.2,0.5754
9209,US-2022-110373,27/10/2022,30/10/2022,Second Class,MA-17560,Matt Abelman,Other,United States,Chicago,Illinois,60610,Central,OFF-AR-10003045,Third Party,Art,7.056,3,0.2,2.205
9210,US-2022-110310,27/10/2022,02/11/2022,Standard Class,NB-18655,Nona Balk,Servicing,United States,Tallahassee,Florida,32303,South,OFF-BI-10001097,Third Party,Binders,5.607,3,0.7,-3.9249
9211,US-2022-127922,27/10/2022,03/11/2022,Standard Class,SH-19975,Sally Hughsby,Servicing,United States,Dallas,Texas,75081,Central,OFF-EN-10003068,Third Party,Envelopes,15.84,2,0.2,5.544
9212,US-2022-127922,27/10/2022,03/11/2022,Standard Class,SH-19975,Sally Hughsby,Servicing,United States,Dallas,Texas,75081,Central,OFF-PA-10001204,Third Party,Paper,8.448,2,0.2,2.64
9213,US-2022-110310,27/10/2022,02/11/2022,Standard Class,NB-18655,Nona Balk,Servicing,United States,Tallahassee,Florida,32303,South,OFF-PA-10001685,Third Party,Paper,56.784,7,0.2,20.5842
9214,US-2022-134880,27/10/2022,01/11/2022,Standard Class,TW-21025,Tamara Willingham,Other,United States,Mesa,Arizona,85204,West,OFF-PA-10004039,Third Party,Paper,44.784,1,0.2,16.2342
9215,US-2022-110373,27/10/2022,30/10/2022,Second Class,MA-17560,Matt Abelman,Other,United States,Chicago,Illinois,60610,Central,TEC-PH-10001536,Pre Book,Phones,27.184,2,0.2,2.0388
9216,US-2022-130764,27/10/2022,28/10/2022,First Class,JO-15145,Jack O'Briant,Servicing,United States,San Francisco,California,94110,West,TEC-PH-10003215,Pre Book,Phones,95.84,4,0.2,34.742
9217,US-2022-151225,27/10/2022,29/10/2022,First Class,JM-15655,Jim Mitchum,Servicing,United States,Los Angeles,California,90032,West,TEC-PH-10004100,Pre Book,Phones,71.96,5,0.2,7.196
9218,US-2022-139353,28/10/2022,30/10/2022,Second Class,JM-15250,Janet Martin,Replacement,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10001876,Direct Sale,Furnishings,77.952,3,0.2,15.5904
9219,US-2022-118367,28/10/2022,02/11/2022,Second Class,LO-17170,Lori Olson,Servicing,United States,New York City,New York,10035,East,OFF-EN-10004386,Third Party,Envelopes,47.98,2,0,23.99
9220,US-2022-160661,28/10/2022,01/11/2022,Standard Class,SA-20830,Sue Ann Reed,Replacement,United States,Everett,Massachusetts,02149,East,OFF-LA-10002475,Third Party,Labels,21.93,3,0,10.3071
9221,US-2022-139353,28/10/2022,30/10/2022,Second Class,JM-15250,Janet Martin,Replacement,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10000300,Third Party,Paper,47.952,3,0.2,16.1838
9222,US-2022-111262,28/10/2022,01/11/2022,Second Class,KH-16510,Keith Herrera,Replacement,United States,Houston,Texas,77095,Central,OFF-PA-10001937,Third Party,Paper,15.552,3,0.2,5.4432
9223,US-2022-139353,28/10/2022,30/10/2022,Second Class,JM-15250,Janet Martin,Replacement,United States,Fayetteville,North Carolina,28314,South,OFF-ST-10001522,Third Party,Storage,147.184,2,0.2,-29.4368
9224,US-2022-111262,28/10/2022,01/11/2022,Second Class,KH-16510,Keith Herrera,Replacement,United States,Houston,Texas,77095,Central,TEC-AC-10002167,Pre Book,Accessories,24,2,0.2,-2.7
9225,US-2022-111262,28/10/2022,01/11/2022,Second Class,KH-16510,Keith Herrera,Replacement,United States,Houston,Texas,77095,Central,TEC-AC-10004510,Pre Book,Accessories,26.176,2,0.2,-3.272
9226,US-2022-160983,29/10/2022,31/10/2022,Second Class,GB-14530,George Bell,Servicing,United States,Auburn,New York,13021,East,OFF-PA-10002250,Third Party,Paper,46.96,8,0,22.5408
9227,US-2022-142622,30/10/2022,02/11/2022,First Class,JK-15625,Jim Karlsson,Replacement,United States,Seattle,Washington,98115,West,FUR-BO-10004467,Direct Sale,Bookcases,199.98,2,0,37.9962
9228,US-2022-155292,30/10/2022,01/11/2022,First Class,RD-19810,Ross DeVincentis,Other,United States,Richmond,Kentucky,40475,South,FUR-CH-10000553,Direct Sale,Chairs,33.94,1,0,9.1638
9229,US-2022-123491,30/10/2022,05/11/2022,Standard Class,JK-15205,Jamie Kunitz,Replacement,United States,San Francisco,California,94122,West,FUR-CH-10003061,Direct Sale,Chairs,71.992,1,0.2,-0.8999
9230,US-2022-142622,30/10/2022,02/11/2022,First Class,JK-15625,Jim Karlsson,Replacement,United States,Seattle,Washington,98115,West,FUR-CH-10003833,Direct Sale,Chairs,97.568,2,0.2,-6.098
9231,US-2022-142622,30/10/2022,02/11/2022,First Class,JK-15625,Jim Karlsson,Replacement,United States,Seattle,Washington,98115,West,FUR-CH-10004289,Direct Sale,Chairs,614.272,8,0.2,-23.0352
9232,US-2022-139661,30/10/2022,03/11/2022,Standard Class,JW-15220,Jane Waco,Servicing,United States,Vancouver,Washington,98661,West,FUR-FU-10002885,Direct Sale,Furnishings,9.64,2,0,3.6632
9233,US-2022-152583,30/10/2022,30/10/2022,Same Day,RA-19945,Ryan Akin,Replacement,United States,Dallas,Texas,75217,Central,FUR-FU-10003849,Direct Sale,Furnishings,16.192,2,0.6,-8.5008
9234,US-2022-152807,30/10/2022,03/11/2022,Standard Class,MC-18100,Mick Crebagga,Replacement,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004415,Direct Sale,Furnishings,7.168,2,0.2,0.9856
9235,US-2022-152583,30/10/2022,30/10/2022,Same Day,RA-19945,Ryan Akin,Replacement,United States,Dallas,Texas,75217,Central,FUR-TA-10002041,Direct Sale,Tables,251.006,2,0.3,-68.1302
9236,US-2022-123491,30/10/2022,05/11/2022,Standard Class,JK-15205,Jamie Kunitz,Replacement,United States,San Francisco,California,94122,West,OFF-AP-10002684,Third Party,Appliances,1702.12,14,0,510.636
9237,US-2022-123491,30/10/2022,05/11/2022,Standard Class,JK-15205,Jamie Kunitz,Replacement,United States,San Francisco,California,94122,West,OFF-AR-10003514,Third Party,Art,19.9,5,0,6.567
9238,US-2022-127285,30/10/2022,06/11/2022,Standard Class,MM-18055,Michelle Moray,Replacement,United States,Seattle,Washington,98115,West,OFF-BI-10002072,Third Party,Binders,13.904,2,0.2,5.214
9239,US-2022-127285,30/10/2022,06/11/2022,Standard Class,MM-18055,Michelle Moray,Replacement,United States,Seattle,Washington,98115,West,OFF-BI-10004330,Third Party,Binders,88.752,3,0.2,27.735
9240,US-2022-155292,30/10/2022,01/11/2022,First Class,RD-19810,Ross DeVincentis,Other,United States,Richmond,Kentucky,40475,South,OFF-LA-10001982,Third Party,Labels,30,8,0,14.4
9241,US-2022-123491,30/10/2022,05/11/2022,Standard Class,JK-15205,Jamie Kunitz,Replacement,United States,San Francisco,California,94122,West,OFF-LA-10003077,Third Party,Labels,43.86,6,0,20.6142
9242,US-2022-123491,30/10/2022,05/11/2022,Standard Class,JK-15205,Jamie Kunitz,Replacement,United States,San Francisco,California,94122,West,OFF-PA-10003424,Third Party,Paper,7.42,2,0,3.71
9243,US-2022-152807,30/10/2022,03/11/2022,Standard Class,MC-18100,Mick Crebagga,Replacement,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004355,Third Party,Paper,20.736,4,0.2,7.2576
9244,US-2022-152583,30/10/2022,30/10/2022,Same Day,RA-19945,Ryan Akin,Replacement,United States,Dallas,Texas,75217,Central,OFF-ST-10002214,Third Party,Storage,54.192,6,0.2,4.0644
9245,US-2022-152807,30/10/2022,03/11/2022,Standard Class,MC-18100,Mick Crebagga,Replacement,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002486,Third Party,Storage,11.168,2,0.2,-2.5128
9246,US-2022-155292,30/10/2022,01/11/2022,First Class,RD-19810,Ross DeVincentis,Other,United States,Richmond,Kentucky,40475,South,OFF-ST-10004963,Third Party,Storage,105.98,7,0,4.2392
9247,US-2022-155292,30/10/2022,01/11/2022,First Class,RD-19810,Ross DeVincentis,Other,United States,Richmond,Kentucky,40475,South,OFF-SU-10002573,Third Party,Supplies,35.06,2,0,10.518
9248,US-2022-152807,30/10/2022,03/11/2022,Standard Class,MC-18100,Mick Crebagga,Replacement,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001142,Pre Book,Accessories,442.4,7,0.2,-55.3
9249,US-2022-123491,30/10/2022,05/11/2022,Standard Class,JK-15205,Jamie Kunitz,Replacement,United States,San Francisco,California,94122,West,TEC-PH-10003505,Pre Book,Phones,148.48,2,0.2,16.704
9250,US-2022-131632,31/10/2022,04/11/2022,Standard Class,AH-10120,Adrian Hane,Other,United States,Dallas,Texas,75217,Central,OFF-AR-10003651,Third Party,Art,5.248,2,0.2,0.5904
9251,US-2022-117114,31/10/2022,05/11/2022,Standard Class,CY-12745,Craig Yedwab,Servicing,United States,Chicago,Illinois,60610,Central,OFF-EN-10001137,Third Party,Envelopes,9.912,3,0.2,3.2214
9252,US-2022-117114,31/10/2022,05/11/2022,Standard Class,CY-12745,Craig Yedwab,Servicing,United States,Chicago,Illinois,60610,Central,TEC-PH-10004042,Pre Book,Phones,508.768,4,0.2,38.1576
9253,US-2022-123967,01/11/2022,03/11/2022,Second Class,SF-20200,Sarah Foster,Replacement,United States,Bellingham,Washington,98226,West,FUR-TA-10003954,Direct Sale,Tables,2665.62,9,0,239.9058
9254,US-2022-123967,01/11/2022,03/11/2022,Second Class,SF-20200,Sarah Foster,Replacement,United States,Bellingham,Washington,98226,West,OFF-BI-10001308,Third Party,Binders,25.12,5,0.2,7.85
9255,US-2022-104136,01/11/2022,04/11/2022,Second Class,SF-20065,Sandra Flanagan,Replacement,United States,Everett,Massachusetts,02149,East,OFF-PA-10001033,Third Party,Paper,40.99,1,0,20.0851
9256,US-2022-104136,01/11/2022,04/11/2022,Second Class,SF-20065,Sandra Flanagan,Replacement,United States,Everett,Massachusetts,02149,East,OFF-PA-10004243,Third Party,Paper,189.7,10,0,91.056
9257,US-2022-143567,02/11/2022,05/11/2022,Second Class,TB-21175,Thomas Boland,Servicing,United States,Henderson,Kentucky,42420,South,FUR-CH-10000454,Direct Sale,Chairs,975.92,4,0,292.776
9258,US-2022-120061,02/11/2022,07/11/2022,Second Class,SR-20425,Sharelle Roach,Other,United States,Springfield,Ohio,45503,East,FUR-CH-10001973,Direct Sale,Chairs,155.372,2,0.3,-35.5136
9259,US-2022-127782,02/11/2022,06/11/2022,Standard Class,TH-21115,Thea Hudgings,Servicing,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001847,Direct Sale,Furnishings,3.312,1,0.2,0.6624
9260,US-2022-163790,02/11/2022,04/11/2022,Second Class,NL-18310,Nancy Lomonaco,Other,United States,Danville,California,94526,West,FUR-FU-10002508,Direct Sale,Furnishings,25.02,3,0,10.5084
9261,US-2022-127782,02/11/2022,06/11/2022,Standard Class,TH-21115,Thea Hudgings,Servicing,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10001962,Third Party,Appliances,20.136,3,0.2,1.2585
9262,US-2022-167227,02/11/2022,05/11/2022,First Class,NP-18670,Nora Paige,Replacement,United States,Saint Louis,Missouri,63116,Central,OFF-AP-10001962,Third Party,Appliances,83.9,10,0,20.975
9263,US-2022-115609,02/11/2022,07/11/2022,Standard Class,CS-12505,Cindy Stewart,Replacement,United States,Los Angeles,California,90036,West,OFF-AP-10003040,Third Party,Appliances,168.1,5,0,43.706
9264,US-2022-169005,02/11/2022,06/11/2022,Standard Class,BG-11035,Barry Gonzalez,Replacement,United States,Springfield,Virginia,22153,South,OFF-AR-10000246,Third Party,Art,5.56,2,0,1.4456
9265,US-2022-145597,02/11/2022,05/11/2022,First Class,GG-14650,Greg Guthrie,Servicing,United States,Bloomington,Illinois,61701,Central,OFF-AR-10001958,Third Party,Art,54.336,4,0.2,5.4336
